Cheese,Country of origin,Family,Type,Fat content,Texture,Colour,Flavour,Vegetarian,Producers
Danablu (Danish Blue) , Denmark, Blue," semi-soft, blue-veined", 25-30%, creamy and crumbly, white," salty, sharp",  no , Rosenborg 
