Cheese,Country of origin,Region,Family,Type,Fat content,Texture,Rind,Colour,Flavour,Aroma,Vegetarian,Synonyms,Alternative spellings
Cabrales, Spain, Asturias, Blue," semi-hard, artisan, blue-veined",45%, creamy and firm, mold ripened , blue," acidic, salty, sharp", strong,  no , Cabrales DOP," Cabraliego, Queso de Cabrales, Quesu Cabrales"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
