Cheese,Country of origin,Region,Type,Texture,Rind,Flavour,Aroma,Producers
Epoisses de Bourgogne , France," Côte-d'Or, Époisses"," soft, smear-ripened"," chewy, creamy and firm", washed," salty, spicy, sweet", pungent," Fromagerie Lincet, Jacques Hennart"
,,,,,,,,
,,,,,,,,
,,,,,,,,
