Cheese,Country of origin,Family,Type,Fat content (in dry matter),Fat content,Calcium content,Texture,Rind,Colour,Flavour,Aroma,Vegetarian,Synonyms,Alternative spellings
Cream Havarti , Denmark, Havarti," semi-soft, processed",45%, 11.0 g/100g, 150 mg/100g, smooth, rindless, pale yellow," buttery, creamy, sweet", sweet, yes ," Flødeis Havarti, Smoked Havarti, Havarathi", Flodeis Havarti
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
