Cheese,Country of origin,Region,Type,Fat content,Texture,Rind,Colour,Flavour,Aroma,Vegetarian,Producers,Alternative spellings
Double Gloucester , England and United Kingdom, Gloucestershire," hard, artisan", 54.23 g/100g," crumbly, dense, firm, flaky and smooth", natural, golden yellow," creamy, mellow, milky, nutty", sweet, yes , Taw Valley Creamery, Taw Valley Double Gloucester
