Cheese,Country of origin,Region,Family,Type,Fat content (in dry matter),Fat content,Calcium content,Texture,Colour,Flavour,Aroma,Vegetarian,Producers
Feta , Greece," Macedonia, Thrace, Thessaly, Central Mainland Greece, the Peloponnese, Lesvos and Island of Kefaloni", Feta," soft, brined",16%, 21 g/100g, 493 mg/100g," creamy, crumbly, grainy and open", white," full-flavored, salty, tangy"," nutty, strong",  no , CHRISTAKIS Greek Cheeses
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
