Cheese,Country of origin,Region,Type,Fat content,Texture,Rind,Colour,Flavour,Aroma,Vegetarian,Producers
Morbier , France, Morbier," semi-soft, artisan",45%," creamy, springy and supple", washed, ivory," citrusy, fruity, full-flavored, tangy"," grassy, pungent, strong",  no ," Entremont, Various"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
