Cheese,Country of origin,Region,Family,Type,Texture,Rind,Colour,Flavour,Aroma,Vegetarian,Producers,Synonyms
Cambozola Grand Noir , Germany, Allgäu, Blue," semi-soft, blue-veined", creamy, waxed, pale yellow," sharp, sweet", aromatic, yes , Käserei Champignon," Cambozola Black Label, Cambozola Classic, Cambozola Finesse, Cambozola Balance, Cambozola"
