Cheese,Country of origin,Region,Family,Type,Fat content,Texture,Rind,Colour,Flavour,Aroma,Vegetarian,Synonyms
Vacherin , France and Switzerland, Jura, Brie," soft, artisan", 45-50%, spreadable, washed, pale yellow, smooth, rich,  no ," Vacherin du Haut-Doubs, Vacherin Mont d'Or, Mont d'Or"
