Cheese,Country of origin,Region,Type,Fat content,Calcium content,Texture,Rind,Colour,Flavour,Aroma,Synonyms
Mozzarella , Italy," Campania, Abruzzo, Molise and Puglia"," semi-soft, brined",45%, 403 mg/100g," springy, stringy and supple", rindless, white, milky," fresh, milky", mozerrela
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
