Cheese,Country of origin,Region,Family,Type,Fat content,Texture,Rind,Colour,Flavour,Aroma,Vegetarian
Bleu d'Auvergne , France, Auvergne, Blue," semi-soft, artisan",50%, creamy and smooth, bloomy, ivory," buttery, creamy, grassy, herbaceous, salty, spicy, tangy", strong,  no 
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
