Cheese,Country of origin,Region,Type,Texture,Rind,Colour,Flavour,Aroma,Vegetarian,Producers,Synonyms
Langres , France, Champagne-Ardenne, semi-soft, crumbly and firm, washed, orange," mild, salty", strong,  no , Rians, Tesco Finest Langres 180g
