Cheese,Country of origin,Region,Family,Type,Fat content,Texture,Colour,Flavour,Vegetarian,Producers
Cheddar , England, Somerset, Cheddar," hard, artisan, processed", 9 g/100g, compact and crumbly, pale yellow," creamy, sharp",  no ," Grafton Village Cheese Company, West Country Farmhouse Cheesemakers, Wexford Creamery, Williams Cheese Company  , WSU Creamery"
