Cheese,Country of origin,Region,Type,Texture,Rind,Colour,Flavour,Aroma,Producers
Fontina , United States, Wisconsin, hard, creamy, natural, ivory," creamy, smooth, tart"," mild, yeasty", Emmi Roth USA
