Cheese,Country of origin,Family,Type,Fat content,Texture,Rind,Colour,Flavour,Aroma,Vegetarian,Producers,Synonyms
Fresh Ricotta , Italy, Cottage," fresh firm, whey", 10.1 g/100g," creamy, fluffy and grainy", rindless, white, sweet, fresh,  no ," Canaan Cheeses LTD, Fine Italian Foods"," ricotta salata moliterna, ricotta piemontese, ricotta romana"
