Cheese,Country of origin,Region,Type,Fat content,Texture,Rind,Colour,Flavour,Aroma,Vegetarian,Producers,Synonyms
Mimolette (Boule de Lille) , France, Lille , semi-hard,40%, firm, natural, orange," buttery, caramel, nutty, salty", fruity,  no , Losfeld  ," Boule de Lille  , vieux Hollande "
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
