Cheese,Country of origin,Region,Family,Type,Fat content,Texture,Rind,Colour,Flavour,Aroma,Vegetarian
Brie, France, Seine-et-Marne, Brie," soft, artisan, soft-ripened", 8.4 g/100g," buttery, runny and soft-ripened", bloomy, cream," fruity, mild, nutty, tangy"," pronounced, strong",  no 
