Cheese,Country of origin,Region,Family,Fat content,Texture,Rind,Colour,Flavour,Vegetarian,Alternative spellings
Grana Padano , Italy, Po River Valley, Parmesan, 39-41%, crumbly and grainy, natural, pale yellow, fruity,  no ," Grana Padano Riserva, Grana Padano oltre 16 mesi"
