Cheese,Country of origin,Region,Family,Type,Texture,Rind,Colour,Flavour,Vegetarian
Roquefort , France, region surrounding Roquefort-sur-Soulzon, Blue," semi-soft, artisan, blue-veined", creamy and crumbly, natural, blue," salty, sharp, tangy",  no 
