Cheese,Country of origin,Region,Type,Fat content,Texture,Rind,Colour,Flavour,Aroma,Vegetarian,Producers,Alternative spellings
Comte , France, Jura Massif ," semi-hard, artisan",45%," dense, firm, grainy, open, smooth and supple", natural, pale yellow," fruity, nutty, salty, savory, smokey , sweet", nutty,  no ," Anthony Rowcliffe & Son Ltd, Entremont, FROMAGERIES ARNAUD, President Cheese"," Comté, Comte Fort Saint Antoine, Comté extra"
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
